customer_id,segment_name,recency,frequency,monetary,return_rate,recent_tickets
CUST00061,Dormant Customers,14,4,1159.2506,0.0,1.0
CUST00062,Loyal / Core Buyers,21,4,2129.1868,0.0,0.0
CUST00063,Dormant Customers,216,1,310.1982,0.0,0.0
CUST00064,Dormant Customers,2,1,373.31010000000003,0.0,0.0
CUST00065,Dormant Customers,6,1,1911.67,0.0,0.0
CUST00066,At-Risk Customers,320,5,3347.5969999999998,0.0,0.0
CUST00067,Frustrated / High-Complaint,63,2,1007.8026,0.5,1.0
CUST00068,At-Risk Customers,346,3,1598.0358,0.3333333333333333,0.0
CUST00069,Loyal / Core Buyers,29,2,681.0205,0.0,0.0
CUST00070,Dormant Customers,38,1,358.36679999999996,0.0,0.0
CUST00071,Dormant Customers,32,1,1897.5,0.0,1.0
CUST00072,At-Risk Customers,90,4,1970.0936000000002,0.0,0.0
CUST00073,Champions,8,5,3565.0447000000004,0.0,0.0
CUST00074,Dormant Customers,7,4,1661.518,0.25,1.0
CUST00075,Champions,3,9,4782.9848,0.0,0.0
CUST00076,Dormant Customers,20,2,1078.5821,0.0,0.0
CUST00077,Dormant Customers,109,1,252.3648,0.0,0.0
CUST00078,Dormant Customers,139,1,518.7810000000001,1.0,0.0
CUST00079,Dormant Customers,191,1,588.5915,0.0,0.0
CUST00080,Loyal / Core Buyers,50,3,2164.1685,0.0,0.0
CUST00081,Champions,19,8,4430.2917,0.25,0.0
CUST00082,At-Risk Customers,254,3,1419.483,0.0,0.0
CUST00083,Frustrated / High-Complaint,89,2,534.5353,0.5,1.0
CUST00084,Dormant Customers,167,1,1120.3984,0.0,0.0
CUST00085,Dormant Customers,14,1,1006.24,0.0,0.0
CUST00086,Loyal / Core Buyers,21,5,1595.4802,0.0,1.0
CUST00087,Dormant Customers,44,1,578.8196,0.0,0.0
CUST00088,At-Risk Customers,98,12,4328.5100999999995,0.0,0.0
CUST00089,Loyal / Core Buyers,165,2,2089.125,0.0,0.0
CUST00090,Loyal / Core Buyers,80,4,1251.7006000000001,0.0,0.0
CUST00091,At-Risk Customers,90,4,3273.4930000000004,0.0,0.0
CUST00092,Dormant Customers,21,1,318.829,0.0,0.0
CUST00093,Dormant Customers,85,1,668.4832,0.0,0.0
CUST00094,At-Risk Customers,183,4,2880.7739,0.0,0.0
CUST00095,Dormant Customers,65,1,219.86350000000002,0.0,1.0
CUST00096,Loyal / Core Buyers,61,3,1096.2202,0.3333333333333333,0.0
CUST00097,Champions,1,7,2937.1215,0.14285714285714285,0.0
CUST00098,Loyal / Core Buyers,184,2,1472.62,0.0,0.0
CUST00099,At-Risk Customers,144,5,2833.2003999999997,0.0,0.0
CUST00100,Dormant Customers,70,1,264.3827,0.0,0.0
CUST00101,At-Risk Customers,108,5,2605.9145,0.0,0.0
CUST00102,Dormant Customers,83,1,615.4259999999999,0.0,0.0
CUST00103,Dormant Customers,21,1,1352.3632,0.0,0.0
CUST00104,Dormant Customers,93,1,659.3847,0.0,0.0
CUST00105,Dormant Customers,46,1,1682.9926,0.0,0.0
CUST00106,Loyal / Core Buyers,61,7,3100.6823,0.0,0.0
CUST00107,Dormant Customers,12,3,3154.5752,0.0,0.0
CUST00108,Dormant Customers,44,1,838.11,1.0,1.0
CUST00109,At-Risk Customers,92,5,2642.1537000000003,0.0,0.0
CUST00110,Champions,35,6,3147.029,0.0,2.0
CUST00111,Dormant Customers,178,1,874.0192999999999,0.0,0.0
CUST00112,Champions,0,8,4154.0136999999995,0.125,0.0
CUST00113,Loyal / Core Buyers,28,2,954.8901000000001,0.0,0.0
CUST00114,At-Risk Customers,239,6,3724.0930999999996,0.0,0.0
CUST00115,Dormant Customers,159,1,513.0244,0.0,0.0
CUST00116,At-Risk Customers,143,6,4696.4936,0.0,0.0
CUST00117,At-Risk Customers,123,4,2118.0167,0.0,0.0
CUST00118,Dormant Customers,27,1,565.4392,0.0,0.0
CUST00119,Loyal / Core Buyers,69,3,2015.1838000000002,0.0,1.0
CUST00120,Dormant Customers,26,1,191.22349999999997,0.0,0.0
CUST00121,Loyal / Core Buyers,27,2,2021.8741,0.0,0.0
CUST00122,Loyal / Core Buyers,106,2,1288.2577,0.0,0.0
CUST00123,At-Risk Customers,102,6,1978.0414,0.16666666666666666,0.0
CUST00124,At-Risk Customers,194,4,1736.7667999999999,0.0,0.0
CUST00125,Dormant Customers,8,2,1052.3595,0.0,0.0
CUST00126,Loyal / Core Buyers,57,2,619.6318,0.0,0.0
CUST00127,Loyal / Core Buyers,24,2,520.0074999999999,0.0,0.0
CUST00128,Dormant Customers,19,2,972.7178000000001,0.0,0.0
CUST00129,Loyal / Core Buyers,83,3,2503.0228,0.3333333333333333,1.0
CUST00130,Dormant Customers,88,1,661.6844,0.0,0.0
CUST00131,Loyal / Core Buyers,67,6,5016.0021,0.0,0.0
CUST00132,At-Risk Customers,117,5,3355.2797,0.0,0.0
CUST00133,Loyal / Core Buyers,54,8,4419.9475,0.0,0.0
CUST00134,Champions,35,5,2806.9387,0.2,0.0
CUST00135,At-Risk Customers,333,4,1698.5294,0.0,0.0
CUST00136,Dormant Customers,71,1,360.42999999999995,0.0,0.0
CUST00137,Loyal / Core Buyers,177,2,705.6653,0.0,0.0
CUST00138,Dormant Customers,61,1,488.7594,0.0,0.0
CUST00139,Frustrated / High-Complaint,28,2,1149.4270000000001,0.0,2.0
CUST00140,Champions,6,4,2857.567,0.0,1.0
CUST00141,Dormant Customers,28,1,498.84450000000004,0.0,0.0
CUST00142,At-Risk Customers,169,5,1155.3800999999999,0.0,0.0
CUST00143,Champions,32,6,6444.361800000001,0.0,0.0
CUST00144,At-Risk Customers,86,9,4258.6548999999995,0.1111111111111111,1.0
CUST00145,Dormant Customers,30,1,447.09150000000005,0.0,0.0
CUST00146,At-Risk Customers,108,5,4823.3031,0.2,0.0
CUST00147,Loyal / Core Buyers,84,3,2382.9748,0.0,0.0
CUST00148,Champions,4,4,2363.0739000000003,0.0,0.0
CUST00149,Dormant Customers,8,1,630.3520000000001,0.0,0.0
CUST00150,Loyal / Core Buyers,45,3,883.722,0.0,0.0
CUST00151,Loyal / Core Buyers,62,7,3996.3959999999997,0.0,0.0
CUST00152,Champions,46,7,3085.0108999999998,0.14285714285714285,3.0
CUST00153,Dormant Customers,3,1,615.5856,0.0,0.0
CUST00154,Champions,10,8,5442.9656,0.0,0.0
CUST00155,Dormant Customers,2,3,1193.938,0.0,0.0
CUST00156,Frustrated / High-Complaint,34,2,3644.044,0.5,1.0
CUST00157,Dormant Customers,0,5,1772.0772,0.0,0.0
CUST00158,Dormant Customers,155,1,609.255,0.0,0.0
CUST00159,Loyal / Core Buyers,474,2,3014.9391,0.0,0.0
CUST00160,Loyal / Core Buyers,177,2,750.3254,0.0,0.0
CUST00161,Champions,20,4,3514.0656,0.0,0.0
CUST00162,Loyal / Core Buyers,91,2,847.7596000000001,0.0,0.0
CUST00163,Dormant Customers,70,1,173.50830000000002,0.0,0.0
CUST00164,At-Risk Customers,222,5,3336.8156,0.0,0.0
CUST00165,At-Risk Customers,103,3,1248.9069,0.0,0.0
CUST00166,Dormant Customers,15,1,799.7283000000001,0.0,1.0
CUST00167,Dormant Customers,219,1,321.6624,0.0,0.0
CUST00168,Loyal / Core Buyers,85,4,3513.8441999999995,0.0,0.0
CUST00169,Dormant Customers,222,1,1583.516,0.0,0.0
CUST00170,Champions,9,10,5159.3331,0.0,0.0
CUST00171,Dormant Customers,12,1,668.2236,0.0,0.0
CUST00172,Champions,8,7,3205.7972,0.0,1.0
CUST00173,Loyal / Core Buyers,79,5,885.6602,0.0,0.0
CUST00174,At-Risk Customers,86,6,1801.3131,0.16666666666666666,0.0
CUST00175,Loyal / Core Buyers,59,4,2792.5923000000003,0.0,0.0
CUST00176,Loyal / Core Buyers,37,3,2503.9613,0.0,0.0
CUST00177,Loyal / Core Buyers,82,2,522.2332,0.0,0.0
CUST00178,Champions,5,8,3928.7963,0.25,2.0
CUST00179,Frustrated / High-Complaint,38,3,876.8908000000001,0.0,2.0
CUST00180,Frustrated / High-Complaint,96,2,1152.7648,0.5,0.0
CUST00181,Dormant Customers,6,1,1107.73,0.0,0.0
CUST00182,Dormant Customers,31,1,210.65699999999998,0.0,0.0
CUST00183,At-Risk Customers,152,3,2495.6948,0.0,0.0
CUST00184,Champions,14,5,3799.0784000000003,0.0,0.0
CUST00185,At-Risk Customers,114,7,2704.8122,0.0,0.0
CUST00186,Dormant Customers,41,1,478.81549999999993,0.0,1.0
CUST00187,At-Risk Customers,149,3,641.2456,0.0,0.0
CUST00188,Champions,29,7,4037.0872,0.14285714285714285,1.0
CUST00189,At-Risk Customers,140,9,4548.8191,0.1111111111111111,0.0
CUST00190,Dormant Customers,6,1,420.1056,0.0,1.0
CUST00191,Dormant Customers,28,1,98.33999999999999,0.0,0.0
CUST00192,Loyal / Core Buyers,55,3,1700.6895,0.0,0.0
CUST00193,Dormant Customers,157,1,335.5446,0.0,0.0
CUST00194,Loyal / Core Buyers,80,5,2397.1493,0.4,1.0
CUST00195,Dormant Customers,23,1,543.0441,0.0,1.0
CUST00196,Loyal / Core Buyers,24,2,905.0128,0.0,1.0
CUST00197,Champions,15,9,6290.0903,0.0,1.0
CUST00198,Champions,37,9,5567.329,0.0,0.0
CUST00199,Champions,6,4,2642.0388000000003,0.0,1.0
CUST00200,Champions,15,6,5078.339199999999,0.0,0.0
CUST00201,At-Risk Customers,93,7,5029.2701,0.0,1.0
CUST00202,Dormant Customers,141,1,817.5741999999999,0.0,0.0
CUST00203,Loyal / Core Buyers,114,2,503.63109999999995,0.0,0.0
CUST00204,Loyal / Core Buyers,42,5,1873.1593,0.0,0.0
CUST00205,Champions,30,5,2483.2668,0.0,0.0
CUST00206,At-Risk Customers,118,10,4865.9419,0.1,0.0
CUST00207,Dormant Customers,18,1,73.378,0.0,0.0
CUST00208,At-Risk Customers,91,6,5559.5875,0.0,1.0
CUST00209,At-Risk Customers,279,5,2797.5317,0.2,0.0
CUST00210,Loyal / Core Buyers,128,2,977.0293000000001,0.0,0.0
CUST00211,At-Risk Customers,90,5,19927.6641,0.0,0.0
CUST00212,At-Risk Customers,204,3,1515.0403999999999,0.0,0.0
CUST00213,Frustrated / High-Complaint,86,2,1438.2157,1.0,1.0
CUST00214,Dormant Customers,64,1,1113.1848,0.0,0.0
CUST00215,Loyal / Core Buyers,34,3,1300.8292999999999,0.0,0.0
CUST00216,Dormant Customers,48,1,985.0766,1.0,1.0
CUST00217,Loyal / Core Buyers,79,3,773.8398,0.0,0.0
CUST00218,Loyal / Core Buyers,23,2,1297.336,0.0,0.0
CUST00219,At-Risk Customers,154,6,1692.1594,0.0,0.0
CUST00220,Loyal / Core Buyers,25,3,1110.1404,0.0,1.0
CUST00221,Dormant Customers,7,2,507.5884,0.0,0.0
CUST00222,Loyal / Core Buyers,186,2,670.381,0.0,0.0
CUST00223,Dormant Customers,103,1,356.0626,0.0,0.0
CUST00224,Frustrated / High-Complaint,89,2,1278.81,0.5,0.0
CUST00225,At-Risk Customers,88,3,2041.0812,0.0,0.0
CUST00226,Loyal / Core Buyers,54,3,2104.1466,0.3333333333333333,1.0
CUST00227,At-Risk Customers,153,6,3125.9404,0.16666666666666666,0.0
CUST00228,Loyal / Core Buyers,82,7,2794.2644999999998,0.14285714285714285,0.0
CUST00229,At-Risk Customers,92,5,2296.0613,0.0,0.0
CUST00230,Champions,37,8,6050.6701,0.0,0.0
CUST00231,Loyal / Core Buyers,23,3,1293.6898999999999,0.0,0.0
CUST00232,Dormant Customers,55,1,526.7941999999999,0.0,0.0
CUST00233,At-Risk Customers,361,3,1178.1151,0.0,0.0
CUST00234,Champions,17,4,2046.3413,0.0,0.0
CUST00235,At-Risk Customers,125,4,1782.9063999999998,0.0,0.0
CUST00236,Dormant Customers,62,1,493.2207,0.0,1.0
CUST00237,Champions,15,4,2589.8746,0.0,0.0
CUST00238,Loyal / Core Buyers,78,2,1907.7778,0.0,1.0
CUST00239,Dormant Customers,320,1,101.969,0.0,0.0
CUST00240,Loyal / Core Buyers,56,2,2012.2024000000001,0.0,1.0
CUST00241,Dormant Customers,6,3,1839.6600000000003,0.0,0.0
CUST00242,Loyal / Core Buyers,82,6,2551.3657,0.0,0.0
CUST00243,Loyal / Core Buyers,69,4,1989.6561,0.25,1.0
CUST00244,Loyal / Core Buyers,144,2,1885.4115000000002,0.0,0.0
CUST00245,Loyal / Core Buyers,73,2,790.9772,0.0,0.0
CUST00246,Loyal / Core Buyers,52,3,1471.013,0.0,1.0
CUST00247,Loyal / Core Buyers,57,11,3177.3471,0.0,0.0
CUST00248,Loyal / Core Buyers,71,7,2814.3491,0.0,0.0
CUST00249,At-Risk Customers,162,3,1077.3578000000002,0.0,0.0
CUST00250,Dormant Customers,35,1,586.033,0.0,0.0
CUST00251,Dormant Customers,41,1,609.0399,1.0,1.0
CUST00252,At-Risk Customers,190,6,3530.5255,0.0,0.0
CUST00253,At-Risk Customers,191,3,1474.7221,0.0,0.0
CUST00254,At-Risk Customers,183,4,2020.2825,0.0,0.0
CUST00255,Champions,22,6,3962.9211999999998,0.16666666666666666,1.0
CUST00256,Loyal / Core Buyers,181,2,1566.3584,0.0,0.0
CUST00257,Loyal / Core Buyers,55,2,728.7805000000001,0.0,0.0
CUST00258,Champions,42,10,4661.9775,0.0,0.0
CUST00259,Dormant Customers,192,1,1033.1444,0.0,0.0
CUST00260,Dormant Customers,2,2,1101.7363,0.0,0.0
CUST00261,Dormant Customers,51,1,196.24640000000002,0.0,0.0
CUST00262,Dormant Customers,9,2,1179.0408,0.0,0.0
CUST00263,Champions,25,12,5330.6566,0.25,2.0
CUST00264,Loyal / Core Buyers,31,2,471.8268,0.0,1.0
CUST00265,Dormant Customers,77,1,316.3488,0.0,0.0
CUST00266,At-Risk Customers,158,4,4275.2293,0.25,0.0
CUST00267,Champions,29,4,2993.7021,0.25,1.0
CUST00268,Dormant Customers,9,3,1254.1866,0.0,1.0
CUST00269,Loyal / Core Buyers,30,3,1771.6008000000002,0.0,0.0
CUST00270,Loyal / Core Buyers,75,2,739.5372,0.0,0.0
CUST00271,Champions,32,4,3171.8392,0.0,0.0
CUST00272,Champions,12,13,10783.5096,0.0,0.0
CUST00273,Champions,13,8,4847.9073,0.125,0.0
CUST00274,Dormant Customers,71,1,444.8,0.0,0.0
CUST00275,At-Risk Customers,241,6,3078.1528,0.0,0.0
CUST00276,Loyal / Core Buyers,47,6,6747.7527,0.0,0.0
CUST00277,Dormant Customers,2,3,1225.7622999999999,0.0,0.0
CUST00278,Loyal / Core Buyers,69,4,1992.0166,0.0,1.0
CUST00279,Champions,12,8,3585.3401,0.0,0.0
CUST00280,Champions,10,8,5460.9655,0.0,0.0
CUST00281,Loyal / Core Buyers,35,2,746.8503000000001,0.0,0.0
CUST00282,Loyal / Core Buyers,296,2,525.3262,0.0,0.0
CUST00283,Champions,18,10,5265.974099999999,0.2,1.0
CUST00284,Loyal / Core Buyers,291,2,524.9580000000001,0.0,0.0
CUST00285,Dormant Customers,13,4,1588.6266,0.0,0.0
CUST00286,Loyal / Core Buyers,369,2,1133.703,0.0,0.0
CUST00287,Loyal / Core Buyers,69,6,4426.1617,0.0,0.0
CUST00288,Loyal / Core Buyers,110,2,834.4071000000001,0.0,0.0
CUST00289,Dormant Customers,5,2,516.7203999999999,0.0,0.0
CUST00290,Dormant Customers,9,1,165.76559999999998,0.0,1.0
CUST00291,Loyal / Core Buyers,58,9,3985.654,0.2222222222222222,1.0
CUST00292,Dormant Customers,43,1,605.2772,1.0,1.0
CUST00293,At-Risk Customers,230,3,1239.9541000000002,0.0,0.0
CUST00294,Dormant Customers,102,1,1508.6896000000002,0.0,0.0
CUST00295,Dormant Customers,16,2,922.3828999999998,0.0,0.0
CUST00296,At-Risk Customers,132,4,1606.7817,0.0,0.0
CUST00297,Dormant Customers,154,1,949.4436,0.0,0.0
CUST00298,Dormant Customers,201,1,898.392,0.0,0.0
CUST00299,At-Risk Customers,343,4,1542.4515000000001,0.25,0.0
CUST00300,Dormant Customers,5,4,1470.1869,0.0,0.0
CUST00301,Champions,9,7,6045.8894,0.0,1.0
CUST00302,At-Risk Customers,148,4,1614.2709,0.25,0.0
CUST00303,Loyal / Core Buyers,48,5,2969.2988,0.2,0.0
CUST00304,At-Risk Customers,87,3,2103.912,0.0,0.0
CUST00305,Dormant Customers,166,1,430.58790000000005,0.0,0.0
CUST00306,Champions,19,5,2910.4691000000003,0.2,1.0
CUST00307,Loyal / Core Buyers,32,3,1308.572,0.3333333333333333,1.0
CUST00308,Loyal / Core Buyers,66,2,1136.011,0.0,0.0
CUST00309,Dormant Customers,8,3,1688.7646,0.0,0.0
CUST00310,Dormant Customers,22,1,462.616,1.0,1.0
CUST00311,Dormant Customers,48,1,1203.138,0.0,0.0
CUST00312,Dormant Customers,64,1,389.016,0.0,0.0
CUST00313,Dormant Customers,162,1,515.7458999999999,0.0,0.0
CUST00314,Dormant Customers,16,1,398.2958,0.0,0.0
CUST00315,Champions,17,10,6845.341700000001,0.0,0.0
CUST00316,Frustrated / High-Complaint,97,2,749.8983999999999,0.5,0.0
CUST00317,Dormant Customers,100,1,1096.1244000000002,0.0,0.0
CUST00318,Loyal / Core Buyers,47,5,4917.9056,0.0,0.0
CUST00319,At-Risk Customers,147,6,1765.5866,0.0,0.0
CUST00320,Champions,25,7,3222.9189,0.0,0.0
CUST00321,At-Risk Customers,116,6,2116.6958,0.0,0.0
CUST00322,Champions,4,5,2221.0022,0.0,0.0
CUST00323,Champions,5,8,4822.0928,0.0,0.0
CUST00324,At-Risk Customers,274,4,5104.6736,0.25,0.0
CUST00325,Loyal / Core Buyers,44,3,2941.6829999999995,0.0,0.0
CUST00326,At-Risk Customers,124,3,1386.5575,0.0,0.0
CUST00327,Dormant Customers,2,3,754.0558000000001,0.0,0.0
CUST00328,Dormant Customers,322,1,252.74239999999998,0.0,0.0
CUST00329,Dormant Customers,1,1,281.3232,0.0,0.0
CUST00330,Loyal / Core Buyers,74,3,894.3602999999999,0.0,1.0
CUST00331,At-Risk Customers,151,5,2108.8887,0.2,0.0
CUST00332,Frustrated / High-Complaint,24,2,1345.584,0.5,2.0
CUST00333,Dormant Customers,75,1,809.2394999999999,0.0,0.0
CUST00334,Loyal / Core Buyers,85,3,1366.5115,0.3333333333333333,1.0
CUST00335,At-Risk Customers,148,3,1511.1356,0.0,0.0
CUST00336,Loyal / Core Buyers,29,4,1506.2352,0.0,0.0
CUST00337,Dormant Customers,7,2,1199.399,0.0,1.0
CUST00338,Dormant Customers,12,1,647.7873999999999,1.0,1.0
CUST00339,At-Risk Customers,92,4,1772.6198000000002,0.25,0.0
CUST00340,Champions,46,8,4728.6759999999995,0.125,0.0
CUST00341,Dormant Customers,19,1,426.6864,0.0,0.0
CUST00342,Dormant Customers,1,3,1709.2101,0.0,1.0
CUST00343,At-Risk Customers,94,5,1858.1315,0.0,0.0
CUST00344,At-Risk Customers,189,5,3684.7306,0.0,0.0
CUST00345,Champions,3,5,4760.3193,0.0,0.0
CUST00346,Loyal / Core Buyers,72,11,7585.452399999999,0.18181818181818182,0.0
CUST00347,At-Risk Customers,184,4,2178.5113,0.0,0.0
CUST00348,Dormant Customers,1,3,1856.8827999999999,0.0,0.0
CUST00349,Loyal / Core Buyers,74,4,2929.6082,0.0,0.0
CUST00350,Dormant Customers,41,1,473.0088,0.0,0.0
CUST00351,Champions,9,7,6091.7699999999995,0.14285714285714285,1.0
CUST00352,Dormant Customers,27,1,880.6776,0.0,0.0
CUST00353,At-Risk Customers,118,4,1320.4470000000001,0.0,0.0
CUST00354,Champions,36,5,2269.1634,0.0,0.0
CUST00355,At-Risk Customers,171,4,2987.5656,0.0,0.0
CUST00356,Champions,7,5,1971.9184999999998,0.0,0.0
CUST00357,Dormant Customers,42,1,364.33649999999994,0.0,1.0
CUST00358,Loyal / Core Buyers,101,2,1016.8615,0.0,0.0
CUST00359,Champions,3,8,4856.687,0.0,0.0
CUST00360,Champions,2,6,6633.9432,0.0,0.0
CUST00361,Dormant Customers,169,1,317.71520000000004,1.0,0.0
CUST00362,Loyal / Core Buyers,23,4,1458.1547,0.0,0.0
CUST00363,Dormant Customers,27,1,281.5132,0.0,1.0
CUST00364,At-Risk Customers,359,3,1573.8706,0.0,0.0
CUST00365,Dormant Customers,158,1,801.8974,0.0,0.0
CUST00366,At-Risk Customers,92,4,4174.4439999999995,0.0,0.0
CUST00367,Dormant Customers,212,1,760.9365999999999,0.0,0.0
CUST00368,Dormant Customers,55,1,261.6075,1.0,1.0
CUST00369,Loyal / Core Buyers,71,3,1707.3280999999997,0.0,0.0
CUST00370,Dormant Customers,172,1,262.24120000000005,0.0,0.0
CUST00371,At-Risk Customers,124,3,2196.6782000000003,0.0,0.0
CUST00372,Dormant Customers,56,1,267.2882,0.0,1.0
CUST00373,Loyal / Core Buyers,73,2,1172.2008,0.0,0.0
CUST00374,Loyal / Core Buyers,219,2,550.7424,0.0,0.0
CUST00375,At-Risk Customers,85,6,2423.2118,0.0,1.0
CUST00376,Champions,45,8,4322.457,0.0,0.0
CUST00377,Loyal / Core Buyers,80,4,1690.2964,0.0,0.0
CUST00378,Dormant Customers,99,1,1151.8472,0.0,0.0
CUST00379,Loyal / Core Buyers,75,2,867.5013000000001,0.0,0.0
CUST00380,Champions,39,6,2277.8701,0.0,0.0
CUST00381,Dormant Customers,182,1,430.4592,0.0,0.0
CUST00382,Loyal / Core Buyers,45,2,690.7736,0.0,0.0
CUST00383,Champions,8,6,3385.8523999999998,0.16666666666666666,1.0
CUST00384,Dormant Customers,26,1,366.84180000000003,0.0,0.0
CUST00385,Loyal / Core Buyers,63,7,4000.3475,0.0,0.0
CUST00386,Champions,0,6,3833.0243,0.0,0.0
CUST00387,Dormant Customers,40,1,497.63489999999996,0.0,0.0
CUST00388,Loyal / Core Buyers,37,5,1730.3589,0.0,0.0
CUST00389,Champions,14,9,4670.7236,0.0,1.0
CUST00390,Loyal / Core Buyers,54,2,1066.0676999999998,0.0,1.0
CUST00391,Dormant Customers,1,3,2237.1802000000002,0.0,0.0
CUST00392,At-Risk Customers,133,7,3878.5886,0.0,0.0
CUST00393,Dormant Customers,12,2,1992.5026,0.0,1.0
CUST00394,Dormant Customers,1,1,319.31010000000003,0.0,1.0
CUST00395,Loyal / Core Buyers,35,3,992.0238,0.0,0.0
CUST00396,Champions,10,5,2510.0483999999997,0.0,1.0
CUST00397,Loyal / Core Buyers,79,11,7581.470899999999,0.0,1.0
CUST00398,Champions,8,4,2143.6114,0.0,1.0
CUST00399,At-Risk Customers,262,4,1860.051,0.0,0.0
CUST00400,Dormant Customers,44,1,156.79950000000002,0.0,0.0
CUST00401,Dormant Customers,66,1,460.88190000000003,0.0,1.0
CUST00402,At-Risk Customers,132,3,849.5573999999999,0.0,0.0
CUST00403,Loyal / Core Buyers,21,2,1896.7976,0.0,0.0
CUST00404,At-Risk Customers,193,6,3844.7448,0.0,0.0
CUST00405,Dormant Customers,2,1,141.015,1.0,1.0
CUST00406,Dormant Customers,10,3,666.0312999999999,0.0,1.0
CUST00407,Dormant Customers,18,1,1004.1664000000001,0.0,0.0
CUST00408,Champions,40,7,3327.219,0.14285714285714285,0.0
CUST00409,Frustrated / High-Complaint,58,7,3919.6918,0.42857142857142855,1.0
CUST00410,Dormant Customers,1,2,1072.5872000000002,0.0,1.0
CUST00411,Dormant Customers,253,1,1475.6784,0.0,0.0
CUST00412,Dormant Customers,529,1,1427.0495999999998,0.0,0.0
CUST00413,Loyal / Core Buyers,26,3,857.6066000000001,0.3333333333333333,1.0
